Fname,Lname,Position,team,GP,G,A,P,PPG,PIM,Success,season,Standing
Tuomas,Sjögren,0,Blues U16,20,1,3,4,0.20,2,0,2013-2014,1.0
Karri,Parkkila,1,Kärpät U16,21,1,3,4,0.19,4,0,2013-2014,2.0
Joonas,Taimi,0,Ässät U16,13,0,4,4,0.31,6,0,2013-2014,10.0
Vili,Vaarala,0,Jokerit U16,22,0,4,4,0.18,14,0,2013-2014,4.0
Roope,Vähärautio,0,Blues U16 Akatemia,29,0,4,4,0.14,6,0,2013-2014,5.0
Niklas,Mikkonen,0,KalPa U16,30,0,4,4,0.13,2,0,2013-2014,9.0
Jere,Manninen,1,Jokerit U16,6,2,1,3,0.50,0,0,2013-2014,4.0
Rudolf,Orjo,1,HIFK U16,6,2,1,3,0.50,6,0,2013-2014,3.0
Eetu,Ketola,0,Ässät U16,13,2,1,3,0.23,8,0,2013-2014,10.0
Santeri,Perhonen,0,JYP U16,17,2,1,3,0.18,2,0,2013-2014,6.0
Roope,Sillgren,1,JYP U16,19,2,1,3,0.16,4,0,2013-2014,6.0
Joni,Wallen,0,JYP U16,18,1,2,3,0.17,6,0,2013-2014,6.0
Oskari,Pulli,1,Blues U16 Akatemia,20,1,2,3,0.15,2,0,2013-2014,5.0
Santeri,Luostarinen,0,KalPa U16,24,1,2,3,0.13,4,0,2013-2014,9.0
Toni,Vuorinen,0,Blues U16 Akatemia,25,1,2,3,0.12,8,0,2013-2014,5.0
Konsta,Jääskeläinen,1,JYP U16,28,1,2,3,0.11,4,0,2013-2014,6.0
Jesper,Henriksson,0,Kärpät U16,12,0,3,3,0.25,2,0,2013-2014,2.0
Jussi,Janhunen,0,Ilves U16,12,0,3,3,0.25,4,0,2013-2014,7.0
Valtteri,Honko,0,Ässät U16,13,0,3,3,0.23,4,0,2013-2014,10.0
Roope,Elo,0,Ässät U16,13,0,3,3,0.23,4,0,2013-2014,10.0
Olli,Lehtinen,0,Ilves U16,19,0,3,3,0.16,8,0,2013-2014,7.0
Valtteri,Määttä,0,Kärpät U16,24,0,3,3,0.13,6,0,2013-2014,2.0
Tomi,Vanhanen,0,Kärpät U16,25,0,3,3,0.12,8,0,2013-2014,2.0
Onni,Nokkosmäki,1,HIFK U16,1,2,0,2,2.00,0,0,2013-2014,3.0
Niko,Torikka,1,TPS U16,2,2,0,2,1.00,2,0,2013-2014,8.0
Teemu,Torkkeli,1,JYP U16,18,2,0,2,0.11,4,0,2013-2014,6.0
Alex,Scheiman,0,Blues U16 Akatemia,9,1,1,2,0.22,2,0,2013-2014,5.0
Oskari,Kontio,0,Kärpät U16,13,1,1,2,0.15,2,0,2013-2014,2.0
Petri,Heimonen,1,JYP U16,14,1,1,2,0.14,6,0,2013-2014,6.0
Mikael,Lehtonen,0,Blues U16 Akatemia,15,1,1,2,0.13,35,0,2013-2014,5.0
Lauri,Väänänen,1,HIFK U16,6,0,2,2,0.33,4,0,2013-2014,3.0
Aaro,Aaltonen,0,Ässät U16,9,0,2,2,0.22,6,0,2013-2014,10.0
Juuso,Nieminen,0,JYP U16,16,0,2,2,0.13,0,0,2013-2014,6.0
Janne,Korhonen,0,KalPa U16,30,0,2,2,0.07,6,0,2013-2014,9.0
Jesper,Peltonen,0,HIFK U16,13,1,0,1,0.08,4,0,2013-2014,3.0
Matias,Koppanen,1,TPS U16,18,1,0,1,0.06,31,0,2013-2014,8.0
Tuomas,Valkonen,0,Jokerit U16,2,0,1,1,0.50,2,0,2013-2014,4.0
Antti,Virtanen,0,Kärpät U16,3,0,1,1,0.33,4,0,2013-2014,2.0
Toni,Pikkarainen,0,HIFK U16,7,0,1,1,0.14,2,0,2013-2014,3.0
Matias,Keskimäki,0,Ässät U16,7,0,1,1,0.14,10,0,2013-2014,10.0
Joonas,Husso,0,KalPa U16,8,0,1,1,0.13,8,0,2013-2014,9.0
Antton,Kuronen,0,HIFK U16,12,0,1,1,0.08,2,0,2013-2014,3.0
Patrik,Peltola,1,Ässät U16,14,0,1,1,0.07,0,0,2013-2014,10.0
Robin,Sormunen,1,HIFK U16,19,0,1,1,0.05,4,0,2013-2014,3.0
Jonatan,Hellström,1,Jokerit U16,21,0,1,1,0.05,6,0,2013-2014,4.0
Joona,Miettinen,0,KalPa U16,32,0,1,1,0.03,8,0,2013-2014,9.0
Juho,Montola,1,TPS U16,1,0,0,0,0.00,0,0,2013-2014,8.0
Samuel,Vilmi,1,Blues U16 Akatemia,1,0,0,0,0.00,0,0,2013-2014,5.0
Topi,Hägg,1,HIFK U16,1,0,0,0,0.00,0,0,2013-2014,3.0
Ron,Martikainen,1,Jokerit U16,1,0,0,0,0.00,0,0,2013-2014,4.0
Vilho,Saariluoma,1,Jokerit U16,1,0,0,0,0.00,0,0,2013-2014,4.0
Akseli,Tapio,1,Blues U16,1,0,0,0,0.00,4,0,2013-2014,1.0
Pauli,Pönkä,0,Blues U16 Akatemia,2,0,0,0,0.00,0,0,2013-2014,5.0
Mikael,Pakkanen,1,Jokerit U16,2,0,0,0,0.00,0,0,2013-2014,4.0
Valtteri,Jokinen,0,Ässät U16,2,0,0,0,0.00,2,0,2013-2014,10.0
Juuso,Miettunen,0,Jokerit U16,3,0,0,0,0.00,0,0,2013-2014,4.0
Joona,Kontio,1,Jokerit U16,3,0,0,0,0.00,0,0,2013-2014,4.0
Justus,Haavanlammi,0,Blues U16 Akatemia,4,0,0,0,0.00,0,0,2013-2014,5.0
Santeri,Sila,0,Ilves U16,4,0,0,0,0.00,6,0,2013-2014,7.0
Emil,Rajala,0,Jokerit U16,6,0,0,0,0.00,4,0,2013-2014,4.0
Janne,Wilpola,1,TPS U16,9,0,0,0,0.00,0,0,2013-2014,8.0
Matias,Lehtinen,1,Ässät U16,11,0,0,0,0.00,4,0,2013-2014,10.0
Joonas,Koskinen,1,Ässät U16,14,0,0,0,0.00,4,0,2013-2014,10.0
Joel,Tihinen,0,Kärpät U16,22,0,0,0,0.00,8,0,2013-2014,2.0
Mikko,Juusola,1,Kärpät U16,31,28,36,64,2.07,14,1,2013-2014,2.0
Otto,Koivula,1,Ilves U16,29,26,30,56,1.93,18,1,2013-2014,7.0
Sami,Moilanen,1,Jokerit U16,31,31,21,52,1.68,16,1,2013-2014,4.0
Juuso,Könönen,1,KalPa U16,28,22,28,50,1.79,75,1,2013-2014,9.0
Linus,Nyman,1,Jokerit U16,32,13,37,50,1.56,18,1,2013-2014,4.0
Mikael,Hakkarainen,1,Blues U16,24,24,25,49,2.04,6,1,2013-2014,1.0
Kristian,Vesalainen,1,HIFK U16,28,18,21,39,1.39,8,1,2013-2014,3.0
Jesse,Ylönen,1,Blues U16 Akatemia,32,15,21,36,1.13,6,1,2013-2014,5.0
Aatu,Luusuaniemi,1,Kärpät U16,28,14,22,36,1.29,22,1,2013-2014,2.0
Janne,Hämäläinen,1,HIFK U16,29,23,12,35,1.21,14,1,2013-2014,3.0
Jerry,Turkulainen,1,JYP U16,32,9,23,32,1.00,40,1,2013-2014,6.0
Joona,Koppanen,1,Ilves U16,22,19,11,30,1.36,12,1,2013-2014,7.0
Olli,Valtola,1,TPS U16,31,14,13,27,0.87,59,1,2013-2014,8.0
Eetu,Pylkkänen,0,Blues U16,31,8,19,27,0.87,26,1,2013-2014,1.0
Joona,Ikonen,1,Ilves U16,28,12,14,26,0.93,35,1,2013-2014,7.0
Riku,Sihvonen,1,JYP U16,32,12,13,25,0.78,12,1,2013-2014,6.0
Tommi,Niskanen,1,JYP U16,30,9,14,23,0.77,4,1,2013-2014,6.0
Olli,Kaskinen,0,TPS U16,31,6,17,23,0.74,2,1,2013-2014,8.0
Bernard,Isiguzo,0,Blues U16,30,9,13,22,0.73,28,1,2013-2014,1.0
Aleksi,Anttalainen,0,TPS U16,25,8,14,22,0.88,42,1,2013-2014,8.0
Eero,Teräväinen,0,Jokerit U16,31,4,18,22,0.71,14,1,2013-2014,4.0
Markus,Nurmi,1,TPS U16,10,10,11,21,2.10,4,1,2013-2014,8.0
Juho,Koivusaari,1,HIFK U16,26,10,11,21,0.81,51,1,2013-2014,3.0
Joonas,Viinikainen,0,JYP U16,21,7,14,21,1.00,43,1,2013-2014,6.0
Topias,Haapanen,1,Ilves U16,25,7,14,21,0.84,14,1,2013-2014,7.0
Niclas,Almari,0,Blues U16,20,4,17,21,1.05,12,1,2013-2014,1.0
Miro,Nalli,1,Ilves U16,23,7,11,18,0.78,6,1,2013-2014,7.0
Anton,Stråka,1,JYP U16,11,11,6,17,1.55,12,1,2013-2014,6.0
Jesse,Koskenkorva,1,Kärpät U16,30,7,10,17,0.57,8,1,2013-2014,2.0
Juha,Jääskä,1,HIFK U16,9,4,13,17,1.89,12,1,2013-2014,3.0
Lauri,Pajuniemi,1,TPS U16,26,6,10,16,0.62,2,1,2013-2014,8.0
Tarmo,Reunanen,0,TPS U16,9,3,13,16,1.78,6,1,2013-2014,8.0
Roope,Reini,0,TPS U16,29,3,11,14,0.48,14,1,2013-2014,8.0
Kasper,Kotkansalo,0,Blues U16,10,6,7,13,1.30,10,1,2013-2014,1.0
Miro,Heiskanen,0,HIFK U16,22,4,9,13,0.59,4,1,2013-2014,3.0
Oliver,Schnitt,0,HIFK U16,27,4,8,12,0.44,20,1,2013-2014,3.0
Eetu,Luostarinen,1,KalPa U16,34,4,7,11,0.32,26,1,2013-2014,9.0
Otto,Somppi,1,Jokerit U16,7,7,3,10,1.43,14,1,2013-2014,4.0
Urho,Vaakanainen,0,Blues U16,6,4,6,10,1.67,10,1,2013-2014,1.0
Juuso,Välimäki,0,Ilves U16,9,2,8,10,1.11,6,1,2013-2014,7.0
Niklas,Peltomäki,0,Blues U16,25,3,6,9,0.36,6,1,2013-2014,1.0
Roni,Allén,0,JYP U16,24,2,7,9,0.38,24,1,2013-2014,6.0
Jerry,Sammalisto,1,Ässät U16,13,4,3,7,0.54,12,1,2013-2014,10.0
Joni,Ikonen,1,Blues U16,5,3,4,7,1.40,0,1,2013-2014,1.0
Aleksi,Heponiemi,1,Ilves U16,15,2,5,7,0.47,2,1,2013-2014,7.0
Joona,Riekkinen,0,KalPa U16,27,3,3,6,0.22,12,1,2013-2014,9.0
Samuli,Ratinen,1,JYP U16,12,2,4,6,0.50,20,1,2013-2014,6.0
Oliver,Kiljunen,1,Jokerit U16,29,2,4,6,0.21,6,1,2013-2014,4.0
Emil,Oksanen,1,Blues U16,3,0,6,6,2.00,0,1,2013-2014,1.0
Niko,Seppälä,0,Jokerit U16,24,0,6,6,0.25,30,1,2013-2014,4.0
Jesse,Puljujärvi,1,Kärpät U16,1,2,3,5,5.00,0,1,2013-2014,2.0
Olli,Juolevi,0,Jokerit U16,3,2,3,5,1.67,2,1,2013-2014,4.0
Janne,Kuokkanen,1,Kärpät U16,5,2,3,5,1.00,27,1,2013-2014,2.0
Eetu,Paasovaara,1,Kärpät U16,30,1,4,5,0.17,4,1,2013-2014,2.0
Roope,Laavainen,0,Jokerit U16,25,0,5,5,0.20,40,1,2013-2014,4.0
Tobias,Winberg,0,Jokerit U16,26,1,3,4,0.15,4,1,2013-2014,4.0
Nikolas,Matinpalo,0,Blues U16,25,0,4,4,0.16,12,1,2013-2014,1.0
Einari,Luhanka,0,HIFK U16,6,1,2,3,0.50,2,1,2013-2014,3.0
Robert,Arrak,1,Blues U16,1,0,0,0,0.00,0,1,2013-2014,1.0
Nuutti,Viitasalo,0,TPS U16,2,0,0,0,0.00,2,1,2013-2014,8.0
Juho,Korhonen,0,Kärpät U16,7,0,0,0,0.00,0,1,2013-2014,2.0
Olli-Petteri,Viinikainen,0,JYP U16,29,0,0,0,0.00,18,1,2013-2014,6.0
Tuomas,Ahtonen,1,KalPa U16,30,36,30,66,2.20,91,0,2014-2015,7.0
Jesse,Nieminen,1,TPS U16,30,28,30,58,1.93,8,0,2014-2015,2.0
Elias,Ketonen,1,TPS U16,30,22,33,55,1.83,18,0,2014-2015,2.0
Petteri,Villanen,1,Blues U16,28,21,31,52,1.86,10,0,2014-2015,4.0
Lassi,Korpela,1,Ilves U16,34,29,20,49,1.44,36,0,2014-2015,6.0
Onni,Nokkosmäki,1,HIFK U16,27,17,30,47,1.74,31,0,2014-2015,5.0
Aku,Kinnari,1,Tappara U16,32,14,23,37,1.16,20,0,2014-2015,3.0
Jesse,Saarinen,1,Kärpät U16,29,18,17,35,1.21,12,0,2014-2015,1.0
Jussi,Laulajainen,1,Tappara U16,29,12,23,35,1.21,34,0,2014-2015,3.0
Atte,Huhtela,1,HIFK U16,30,11,23,34,1.13,63,0,2014-2015,5.0
Jussi,Vikholm,1,KalPa U16,27,18,15,33,1.22,26,0,2014-2015,7.0
Santeri,Aalto,1,Tappara U16,31,11,22,33,1.07,43,0,2014-2015,3.0
Kristian,Pylkäs,1,Kärpät U16,32,7,26,33,1.03,10,0,2014-2015,1.0
Jaakko,Laine,0,TPS U16,32,14,18,32,1.00,10,0,2014-2015,2.0
Vilho,Saariluoma,1,HIFK U16,32,13,19,32,1.00,20,0,2014-2015,5.0
Oskari,Rauhala,1,TPS U16,27,19,12,31,1.15,10,0,2014-2015,2.0
Samuel,Parkkari,1,Tappara U16,25,12,19,31,1.24,40,0,2014-2015,3.0
Eetu,Kauppinen,1,Tappara U16,29,13,17,30,1.03,26,0,2014-2015,3.0
Jolle,Nikander,1,Lukko U16,29,15,14,29,1.00,40,0,2014-2015,9.0
Konsta,Kerttula,1,Lukko U16,27,12,17,29,1.07,10,0,2014-2015,9.0
Patrik,Lagerbohm,1,Blues U16,32,14,14,28,0.88,6,0,2014-2015,4.0
Arttu,Rantanen,1,Lukko U16,30,13,15,28,0.93,12,0,2014-2015,9.0
Aleksi,Halme,1,Kärpät U16,28,20,6,26,0.93,16,0,2014-2015,1.0
Aarne,Talvitie,1,Blues U16,23,12,14,26,1.13,14,0,2014-2015,4.0
Leevi,Lemberg,1,Blues U16,30,12,14,26,0.87,65,0,2014-2015,4.0
Niko,Nyrhinen,1,Blues U16,18,14,11,25,1.39,18,0,2014-2015,4.0
Jonatan,Långbacka,1,Blues U16,31,13,12,25,0.81,20,0,2014-2015,4.0
Jesper,Henriksson,0,HIFK U16,32,10,14,24,0.75,18,0,2014-2015,5.0
Samu,Miettinen,1,KalPa U16,24,6,18,24,1.00,28,0,2014-2015,7.0
Jerry,Särkioja,1,Tappara U16,23,12,10,22,0.96,6,0,2014-2015,3.0
Oskari,Lammi,0,Ilves U16,34,6,16,22,0.65,10,0,2014-2015,6.0
Janne,Jokinen,1,HPK U16,31,12,9,21,0.68,53,0,2014-2015,8.0
Osmo,Bernitz,1,Lukko U16,32,13,7,20,0.63,34,0,2014-2015,9.0
Santeri,Sila,0,Ilves U16,32,9,11,20,0.63,48,0,2014-2015,6.0
Verner,Perkkola,0,Lukko U16,31,7,13,20,0.65,14,0,2014-2015,9.0
Valtteri,Meisaari,0,Kärpät U16,30,5,15,20,0.67,51,0,2014-2015,1.0
Topi,Viljanen,0,Lukko U16,32,5,15,20,0.63,34,0,2014-2015,9.0
Wäinö,Lehkonen,1,HPK U16,34,5,15,20,0.59,12,0,2014-2015,8.0
Onni-Matias,Määttä,1,HPK U16,31,14,5,19,0.61,34,0,2014-2015,8.0
Rasmus,Rasinaho,1,Tappara U16,28,11,8,19,0.68,4,0,2014-2015,3.0
Akseli,Tapio,1,Blues U16,30,11,8,19,0.63,12,0,2014-2015,4.0
Tommy,Hirvonen,1,Blues U16 Akatemia,19,7,12,19,1.00,8,0,2014-2015,10.0
Eemeli,Siuro,1,Tappara U16,26,6,13,19,0.73,16,0,2014-2015,3.0
Samuli,Ervasti,1,Kärpät U16,29,5,14,19,0.66,26,0,2014-2015,1.0
Oskari,Seppälä,0,Lukko U16,30,5,13,18,0.60,30,0,2014-2015,9.0
Justus,Haavanlammi,0,Blues U16,30,7,10,17,0.57,24,0,2014-2015,4.0
Valtteri,Purhonen,0,HPK U16,22,6,11,17,0.77,24,0,2014-2015,8.0
Oskari,Hiltunen,1,HIFK U16,27,5,12,17,0.63,12,0,2014-2015,5.0
Niko,Torikka,1,HIFK U16,29,9,7,16,0.55,6,0,2014-2015,5.0
Iivari,Räsänen,0,Tappara U16,29,9,7,16,0.55,28,0,2014-2015,3.0
Henri,Knaapi,0,HPK U16,33,1,15,16,0.49,16,0,2014-2015,8.0
Jaakko,Innanen,1,Blues U16 Akatemia,30,8,7,15,0.50,10,0,2014-2015,10.0
Mikko,Kuusniemi,1,Lukko U16,29,6,9,15,0.52,40,0,2014-2015,9.0
Hans,Hastio,0,Tappara U16,32,6,9,15,0.47,12,0,2014-2015,3.0
Niklas,Kankkunen,1,HPK U16,33,5,10,15,0.46,4,0,2014-2015,8.0
Roope,Riihimaa,0,HIFK U16,32,4,11,15,0.47,16,0,2014-2015,5.0
Ville,Pelttari,1,Tappara U16,29,7,7,14,0.48,75,0,2014-2015,3.0
Miika,Heiskari,0,Blues U16,29,5,9,14,0.48,6,0,2014-2015,4.0
Santeri,Kananen,1,Ilves U16,31,4,10,14,0.45,22,0,2014-2015,6.0
Aleksi,Yrjölä,0,HPK U16,26,3,11,14,0.54,20,0,2014-2015,8.0
Joonas,Nurmi,0,TPS U16,26,1,13,14,0.54,50,0,2014-2015,2.0
Topias,Nuutinen,1,HPK U16,29,8,5,13,0.45,6,0,2014-2015,8.0
Kasperi,Keskinen,1,TPS U16,32,6,7,13,0.41,4,0,2014-2015,2.0
Santeri,Venäläinen,1,KalPa U16,31,5,8,13,0.42,40,0,2014-2015,7.0
Niko,Viljanen,0,HIFK U16,29,2,11,13,0.45,12,0,2014-2015,5.0
Topi,Pirskanen,0,KalPa U16,30,8,4,12,0.40,10,0,2014-2015,7.0
Aleksi,Tiala,0,Ilves U16,18,6,6,12,0.67,6,0,2014-2015,6.0
Santeri,Hartikainen,1,HIFK U16,8,5,7,12,1.50,6,0,2014-2015,5.0
Tuomas,Flinck,1,Ilves U16,21,5,7,12,0.57,8,0,2014-2015,6.0
Sami,Pettinen,1,Blues U16,28,4,8,12,0.43,4,0,2014-2015,4.0
Kaapo,Kosunen,1,Blues U16 Akatemia,29,3,9,12,0.41,12,0,2014-2015,10.0
Kalle,Kariniemi,1,Kärpät U16,29,5,6,11,0.38,2,0,2014-2015,1.0
Vili,Liimatainen,1,Ilves U16,33,5,6,11,0.33,18,0,2014-2015,6.0
Jere,Järvinen,0,TPS U16,24,4,7,11,0.46,18,0,2014-2015,2.0
Kalle,Markkanen,0,Blues U16 Akatemia,26,4,7,11,0.42,52,0,2014-2015,10.0
Vilius,Bucys,1,Lukko U16,28,4,7,11,0.39,8,0,2014-2015,9.0
Eero,Aarnio,0,Blues U16,27,3,8,11,0.41,12,0,2014-2015,4.0
Teemu,Pyykkönen,1,KalPa U16,31,3,8,11,0.36,8,0,2014-2015,7.0
Leo,Landor,1,TPS U16,19,2,9,11,0.58,24,0,2014-2015,2.0
Tami,Meriläinen,0,KalPa U16,31,1,10,11,0.36,18,0,2014-2015,7.0
Samuel,Vilmi,1,Blues U16,18,3,7,10,0.56,8,0,2014-2015,4.0
Erik,Alakiuttu,1,Blues U16 Akatemia,23,3,7,10,0.44,2,0,2014-2015,10.0
Jaakko,Vuorinen,0,Tappara U16,28,3,7,10,0.36,12,0,2014-2015,3.0
Leevi,Luhtanen,0,Tappara U16,32,3,7,10,0.31,10,0,2014-2015,3.0
Aaro,Leinonen,0,TPS U16,26,2,8,10,0.39,18,0,2014-2015,2.0
Niklas,Vihriälä,0,Ilves U16,27,2,8,10,0.37,26,0,2014-2015,6.0
Uula,Ruikka,0,Kärpät U16,30,2,8,10,0.33,10,0,2014-2015,1.0
Jesse,Salo,1,HIFK U16,27,6,3,9,0.33,10,0,2014-2015,5.0
Toni,Vuorinen,0,Blues U16,25,4,5,9,0.36,14,0,2014-2015,4.0
Victor,Ranger,1,HIFK U16,27,4,5,9,0.33,6,0,2014-2015,5.0
Konsta,Peiponen,1,KalPa U16,32,4,5,9,0.28,28,0,2014-2015,7.0
Anton,Troshin,0,Ilves U16,31,3,6,9,0.29,49,0,2014-2015,6.0
Jere,Kivimäki,1,Tappara U16,17,1,8,9,0.53,8,0,2014-2015,3.0
Perttu,Aho,1,Ilves U16,18,5,3,8,0.44,8,0,2014-2015,6.0
Joose,Jakonen,1,Kärpät U16,27,4,4,8,0.30,4,0,2014-2015,1.0
Alex,Aavajoki,1,Ilves U16,33,4,4,8,0.24,6,0,2014-2015,6.0
Joel,Kerkkänen,1,HIFK U16,6,3,5,8,1.33,12,0,2014-2015,5.0
Mikko,Runtti,1,Blues U16 Akatemia,29,3,5,8,0.28,8,0,2014-2015,10.0
Eetu,Peippo,1,Ilves U16,25,5,2,7,0.28,8,0,2014-2015,6.0
Eero,Jääskeläinen,0,HIFK U16,28,4,3,7,0.25,8,0,2014-2015,5.0
Joni,Kuivila,1,Ilves U16,33,4,3,7,0.21,4,0,2014-2015,6.0
Robin,Björkenheim,0,Blues U16 Akatemia,26,3,4,7,0.27,16,0,2014-2015,10.0
Teemu,Salovaara,1,Blues U16 Akatemia,32,3,4,7,0.22,6,0,2014-2015,10.0
Lauri,Sertti,0,Blues U16,27,1,6,7,0.26,16,0,2014-2015,4.0
Santeri,Tahvanainen,1,Ilves U16,20,5,1,6,0.30,2,0,2014-2015,6.0
Iisak-Veikka,Möttönen,1,HPK U16,27,4,2,6,0.22,20,0,2014-2015,8.0
Santeri,Määttä,1,Kärpät U16,28,3,3,6,0.21,0,0,2014-2015,1.0
Juuso,Kööpikkä,0,Tappara U16,28,3,3,6,0.21,22,0,2014-2015,3.0
Otto,Lindroos,1,Blues U16,19,2,4,6,0.32,10,0,2014-2015,4.0
Saku,Rautio,1,Kärpät U16,21,2,4,6,0.29,2,0,2014-2015,1.0
Topi,Pekkarinen,1,Kärpät U16,28,2,4,6,0.21,10,0,2014-2015,1.0
Roni,Varjonen,1,TPS U16,30,2,4,6,0.20,0,0,2014-2015,2.0
Aleksi,Talvikunnas,1,HPK U16,32,2,4,6,0.19,20,0,2014-2015,8.0
Niklas,Marttila,1,Lukko U16,16,1,5,6,0.38,6,0,2014-2015,9.0
Julius,Janhonen,1,Blues U16 Akatemia,31,1,5,6,0.19,12,0,2014-2015,10.0
Aleksi,Karlsson,0,Blues U16,25,4,1,5,0.20,6,0,2014-2015,4.0
Lauri,Pajari,1,Blues U16 Akatemia,8,3,2,5,0.63,4,0,2014-2015,10.0
Kim,Karppinen,1,TPS U16,24,3,2,5,0.21,18,0,2014-2015,2.0
Jesse,Lyytinen,0,KalPa U16,25,3,2,5,0.20,16,0,2014-2015,7.0
Joni,Lunki,0,Blues U16,31,3,2,5,0.16,10,0,2014-2015,4.0
Henrik,Närvänen,1,Tappara U16,11,2,3,5,0.46,4,0,2014-2015,3.0
Roope,Muhojoki,0,Blues U16 Akatemia,30,2,3,5,0.17,10,0,2014-2015,10.0
Matias,Jurvansuu,0,Kärpät U16,16,1,4,5,0.31,2,0,2014-2015,1.0
Arttu,Holtinkoski,0,Kärpät U16,16,1,4,5,0.31,8,0,2014-2015,1.0
Riku,Luoma,0,Lukko U16,29,1,4,5,0.17,12,0,2014-2015,9.0
Eero,Koivunen,0,HIFK U16,24,0,5,5,0.21,18,0,2014-2015,5.0
Ville,Mäki,0,TPS U16,27,0,5,5,0.19,38,0,2014-2015,2.0
Mikael,Rauvola,1,Lukko U16,10,2,2,4,0.40,0,0,2014-2015,9.0
Arttu,Venäläinen,0,KalPa U16,30,2,2,4,0.13,34,0,2014-2015,7.0
Niko,Vanhatalo,1,HPK U16,31,2,2,4,0.13,12,0,2014-2015,8.0
Väinö,Österlund,0,Tappara U16,18,1,3,4,0.22,10,0,2014-2015,3.0
Matias,Alasaukko-Oja,1,Ilves U16,23,1,3,4,0.17,18,0,2014-2015,6.0
Jonas,Ridha,1,TPS U16,25,1,3,4,0.16,12,0,2014-2015,2.0
Nestori,Kalliomäki,1,Lukko U16,28,1,3,4,0.14,76,0,2014-2015,9.0
Joel,Lammi,0,TPS U16,11,0,4,4,0.36,2,0,2014-2015,2.0
Valtteri,Myllykallio,0,Ilves U16,23,0,4,4,0.17,16,0,2014-2015,6.0
Christian,Ahlström,1,HIFK U16,26,0,4,4,0.15,12,0,2014-2015,5.0
Luukas,Kannisto,1,HPK U16,6,2,1,3,0.50,0,0,2014-2015,8.0
Joona,Kurki,1,KalPa U16,16,2,1,3,0.19,6,0,2014-2015,7.0
Niilo,Virtanen,1,TPS U16,18,2,1,3,0.17,4,0,2014-2015,2.0
Otto,Etelätalo,1,HIFK U16,1,1,2,3,3.00,0,0,2014-2015,5.0
Joona,Melametsä,1,Blues U16 Akatemia,16,1,2,3,0.19,6,0,2014-2015,10.0
Gregorio,Gios,0,HIFK U16,22,1,2,3,0.14,6,0,2014-2015,5.0
Topi,Lempinen,0,HPK U16,33,1,2,3,0.09,20,0,2014-2015,8.0
Samuel,Siitonen,0,Lukko U16,10,0,3,3,0.30,6,0,2014-2015,9.0
Rony,Mölkänen,1,HPK U16,17,0,3,3,0.18,20,0,2014-2015,8.0
Miska,Saarinen,0,HPK U16,31,0,3,3,0.10,6,0,2014-2015,8.0
Viljami,Mäkinen,1,HPK U16,9,2,0,2,0.22,2,0,2014-2015,8.0
Niko,Kakko,1,Tappara U16,13,2,0,2,0.15,4,0,2014-2015,3.0
Mikael,Rautasalo,1,Blues U16,18,2,0,2,0.11,8,0,2014-2015,4.0
Juho,Kallio,1,HPK U16,3,1,1,2,0.67,0,0,2014-2015,8.0
Jani-Petteri,Ylikännö,1,TPS U16,3,1,1,2,0.67,0,0,2014-2015,2.0
Jesse,Kaupinsalo,1,Lukko U16,6,1,1,2,0.33,0,0,2014-2015,9.0
Sampo,Ranta,1,TPS U16,7,1,1,2,0.29,0,0,2014-2015,2.0
Atte,Hallikainen,1,KalPa U16,30,1,1,2,0.07,8,0,2014-2015,7.0
Elias,Vuorio,0,Blues U16,3,0,2,2,0.67,0,0,2014-2015,4.0
Miska,Hattunen,1,KalPa U16,21,0,2,2,0.10,2,0,2014-2015,7.0
Jesse,Nikander,1,Blues U16 Akatemia,22,0,2,2,0.09,38,0,2014-2015,10.0
Jesse,Leppänen,0,Lukko U16,29,0,2,2,0.07,8,0,2014-2015,9.0
Jere,Pinomäki,0,TPS U16,1,1,0,1,1.00,0,0,2014-2015,2.0
Santeri,Laine,1,Blues U16 Akatemia,3,1,0,1,0.33,0,0,2014-2015,10.0
Janek,Jokinen,1,HPK U16,4,1,0,1,0.25,2,0,2014-2015,8.0
Davis,Kruskops,1,Blues U16 Akatemia,4,0,1,1,0.25,0,0,2014-2015,10.0
Miro,Kiiski,1,Ilves U16,6,0,1,1,0.17,6,0,2014-2015,6.0
Eetu,Piirainen,0,Lukko U16,10,0,1,1,0.10,6,0,2014-2015,9.0
Sean,McKeown,0,Blues U16 Akatemia,14,0,1,1,0.07,6,0,2014-2015,10.0
Tuukka,Karjalainen,1,KalPa U16,17,0,1,1,0.06,2,0,2014-2015,7.0
Sebastian,Harju,0,HPK U16,17,0,1,1,0.06,4,0,2014-2015,8.0
Kalle,Mikkonen,1,Blues U16 Akatemia,19,0,1,1,0.05,6,0,2014-2015,10.0
Eetu,Kallio,0,HIFK U16,21,0,1,1,0.05,8,0,2014-2015,5.0
Topi,Hägg,1,HIFK U16,23,0,1,1,0.04,24,0,2014-2015,5.0
Niko,Laajoki,1,HPK U16,31,0,1,1,0.03,20,0,2014-2015,8.0
Matti,Laitila,0,HPK U16,31,0,1,1,0.03,22,0,2014-2015,8.0
Kristofer,Jõgi,1,Blues U16,32,0,1,1,0.03,2,0,2014-2015,4.0
Jussi,Tammela,1,KalPa U16,0,0,0,0,0.00,0,0,2014-2015,7.0
Eeli,Tolvanen,1,Blues U16,0,0,0,0,0.00,0,0,2014-2015,4.0
